active,area,configid,lat,long,meter number,sub area,zone
1,Route 13,979,39.95271,-82.99733,B41,LIVINGSTON AVE E,"Columbus, OH Default Zone"
1,Route 13,980,39.94942,-82.99805,B662,HIGH ST S,"Columbus, OH Default Zone"
0,Route 13,4266,39.9495,-83.00009,B900,FRONT ST S,"Columbus, OH Default Zone"
1,Route 13,980,39.950897,-83.00318,B726,LIBERTY ST W,"Columbus, OH Default Zone"
1,Route 13,979,39.950985,-82.99966,B182,HOSTER ST W,"Columbus, OH Default Zone"
1,Route 13,979,39.950848,-82.99856,B621,HIGH ST S,"Columbus, OH Default Zone"
1,Route 13,980,39.949734,-82.9981,B652,HIGH ST S,"Columbus, OH Default Zone"
1,Route 13,979,39.952698,-82.997406,B39,LIVINGSTON AVE E,"Columbus, OH Default Zone"
1,Route 13,980,39.949543,-82.99806,B658,HIGH ST S,"Columbus, OH Default Zone"
1,Route 13,980,39.950855,-83.003334,B730,LIBERTY ST W,"Columbus, OH Default Zone"
1,Route 13,979,39.95014,-82.99843,B635,HIGH ST S,"Columbus, OH Default Zone"
1,Route 13,980,39.949787,-82.998116,B650,HIGH ST S,"Columbus, OH Default Zone"
1,Route 13,979,39.950672,-82.99853,B627,HIGH ST S,"Columbus, OH Default Zone"
1,Route 13,979,39.961178,-82.998795,B47,LIVINGSTON AVE E,"Columbus, OH Default Zone"
1,Route 13,979,39.95273,-83.000015,B18,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 13,979,39.95109,-82.99814,B159,HOSTER ST E,"Columbus, OH Default Zone"
0,Route 13,979,39.95256,-82.99844,B025,LIVINGSTON AVE E,"Columbus, OH Default Zone"
1,Route 13,979,39.95078,-82.99855,B623,HIGH ST S,"Columbus, OH Default Zone"
1,Route 13,980,39.951134,-83.00179,B702,LIBERTY ST W,"Columbus, OH Default Zone"
1,Route 13,980,39.951126,-83.001884,B704,LIBERTY ST W,"Columbus, OH Default Zone"
1,Route 13,979,39.951405,-82.99843,B620,HIGH ST S,"Columbus, OH Default Zone"
1,Route 13,979,39.951027,-82.99923,B174,HOSTER ST W,"Columbus, OH Default Zone"
1,Route 13,980,39.951138,-83.00167,B700,LIBERTY ST W,"Columbus, OH Default Zone"
1,Route 13,979,39.9526,-82.99812,B33,LIVINGSTON AVE E,"Columbus, OH Default Zone"
1,Route 13,979,39.952538,-82.999084,B1,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 13,979,39.950188,-82.99819,B642,HIGH ST S,"Columbus, OH Default Zone"
1,Route 13,979,39.952744,-83.00025,B24,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 13,979,39.950256,-82.99821,B640,HIGH ST S,"Columbus, OH Default Zone"
1,Route 13,979,39.952606,-82.99982,B13,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 13,979,39.952667,-82.999374,B2,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 13,979,39.952736,-83.00009,B20,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 13,979,39.952606,-82.99805,B35,LIVINGSTON AVE E,"Columbus, OH Default Zone"
1,Route 13,979,39.961178,-82.998795,B45,LIVINGSTON AVE E,"Columbus, OH Default Zone"
1,Route 13,979,39.950127,-82.998184,B644,HIGH ST S,"Columbus, OH Default Zone"
1,Route 13,979,39.951107,-82.99799,B163,HOSTER ST E,"Columbus, OH Default Zone"
1,Route 13,979,39.951122,-82.99785,B167,HOSTER ST E,"Columbus, OH Default Zone"
1,Route 13,979,39.952682,-82.999535,B6,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 13,979,39.949963,-82.99839,B641,HIGH ST S,"Columbus, OH Default Zone"
1,Route 13,979,39.950954,-82.99986,B184,HOSTER ST W,"Columbus, OH Default Zone"
1,Route 13,979,39.952686,-82.99962,B8,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 13,986,39.95199,-82.99854,B606,HIGH ST S,"Columbus, OH Default Zone"
1,Route 13,979,39.951057,-82.999,B168,HOSTER ST W,"Columbus, OH Default Zone"
1,Route 13,980,39.9532,-83.00373,B82,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 13,979,39.952568,-82.99939,B9,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 13,980,39.953197,-83.00366,B80,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 13,979,39.949043,-82.99882,B316,SYCAMORE ST W,"Columbus, OH Default Zone"
1,Route 13,979,39.95271,-82.999855,B14,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 13,979,39.95259,-82.9982,B31,LIVINGSTON AVE E,"Columbus, OH Default Zone"
1,Route 13,979,39.949047,-82.99873,B318,SYCAMORE ST W,"Columbus, OH Default Zone"
1,Route 13,979,39.94977,-82.99894,B261,WILLOW ST W,"Columbus, OH Default Zone"
1,Route 13,979,39.952744,-83.00018,B22,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C383,BELLE ST S,"Columbus, OH Default Zone"
1,Route 13,979,39.95265,-83.00026,B19,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 13,979,39.94903,-82.99888,B314,SYCAMORE ST W,"Columbus, OH Default Zone"
1,Route 19,14042,39.95631,-83.02048,M812,TOWN ST W,"Columbus, OH Default Zone"
1,Route 20,979,39.961178,-82.998795,NO109,FOURTH ST N,"Columbus, OH Default Zone"
1,Route 20,5743,39.961178,-82.998795,NO300,FOURTH ST N,"Columbus, OH Default Zone"
1,Route 20,1675,39.961178,-82.998795,NO203,FOURTH ST N,"Columbus, OH Default Zone"
1,Route 20,5743,39.961178,-82.998795,NO304,FOURTH ST N,"Columbus, OH Default Zone"
1,Route 20,5743,39.961178,-82.998795,NO310,FOURTH ST N,"Columbus, OH Default Zone"
1,Route 19,14042,39.95636,-83.02011,M802,TOWN ST W,"Columbus, OH Default Zone"
1,Route 20,5743,39.961178,-82.998795,NO312,FOURTH ST N,"Columbus, OH Default Zone"
1,Route 20,5743,39.961178,-82.998795,NO316,FOURTH ST N,"Columbus, OH Default Zone"
0,Route 20,1675,0.0,0.0,EU153,HICKORY ST E,"Columbus, OH Default Zone"
0,Route 20,5743,39.961178,-82.998795,NO206,FOURTH ST N,"Columbus, OH Default Zone"
1,Route 19,1675,39.95839,-83.02195,M504,MT CARMEL MALL W,"Columbus, OH Default Zone"
1,Route 19,1675,39.95757,-83.0229,M550,STATE ST W,"Columbus, OH Default Zone"
1,Route 20,979,39.9643,-82.99666,NO101,FOURTH ST N,"Columbus, OH Default Zone"
1,Route 20,1675,39.961178,-82.998795,NO157,FOURTH ST N,"Columbus, OH Default Zone"
1,Route 20,5743,39.961178,-82.998795,NO356,FOURTH ST N,"Columbus, OH Default Zone"
1,Route 20,1675,0.0,0.0,EQ106,ELM ST E,"Columbus, OH Default Zone"
1,Route 20,1675,39.961178,-82.998795,NO151,FOURTH ST N,"Columbus, OH Default Zone"
0,Route 20,5743,39.961178,-82.998795,NO208,FOURTH ST N,"Columbus, OH Default Zone"
0,Route 20,982,39.961178,-82.998795,ER109,LONG ST E,"Columbus, OH Default Zone"
1,Route 20,1675,39.961178,-82.998795,ER201,LONG ST E,"Columbus, OH Default Zone"
1,Route 19,14042,39.956295,-83.02061,M814,TOWN ST W,"Columbus, OH Default Zone"
1,Route 20,1675,39.961178,-82.998795,ER202,LONG ST E,"Columbus, OH Default Zone"
1,Route 20,1675,0.0,0.0,EU102,HICKORY ST E,"Columbus, OH Default Zone"
1,Route 20,1703,39.96546,-82.99739,ER152,LONG ST E,"Columbus, OH Default Zone"
1,Route 19,1675,39.959053,-83.02283,M108,SOUDER AVE S,"Columbus, OH Default Zone"
0,Route 20,987,39.96458,-82.99651,NO104,FOURTH ST N,"Columbus, OH Default Zone"
1,Route 19,1675,39.956192,-83.02059,M797,TOWN ST W,"Columbus, OH Default Zone"
1,Route 20,1675,39.961178,-82.998795,ER100,LONG ST E,"Columbus, OH Default Zone"
0,Route 20,982,39.961178,-82.998795,ER105,LONG ST E,"Columbus, OH Default Zone"
1,Route 20,1675,0.0,0.0,EU104,HICKORY ST E,"Columbus, OH Default Zone"
1,Route 15,980,39.961178,-82.998795,NS123,SIXTH ST N,"Columbus, OH Default Zone"
1,Route 29,987,39.96872,-83.00176,NK258,High St N,"Columbus, OH Default Zone"
0,Route 29,987,39.96803,-83.00193,NK267,High St N,"Columbus, OH Default Zone"
1,Route 28,980,39.975952,-82.998,NO542,FOURTH ST N,"Columbus, OH Default Zone"
1,Route 29,987,39.967854,-83.001884,NK263,High St N,"Columbus, OH Default Zone"
1,Route 29,987,39.961178,-82.998795,SK106,High St S,"Columbus, OH Default Zone"
1,Route 29,987,39.968475,-83.00169,NK250,High St N,"Columbus, OH Default Zone"
1,Route 29,987,39.961178,-82.998795,NK206,High St N,"Columbus, OH Default Zone"
1,Route 29,987,39.963074,-83.00069,NK54,High St N,"Columbus, OH Default Zone"
0,Route 29,987,39.961178,-82.998795,NK157,High St N,"Columbus, OH Default Zone"
1,Route 29,979,39.96928,-83.00215,NK503,HIGH ST N.,"Columbus, OH Default Zone"
0,Route 29,979,39.97176,-83.00263,NK603,HIGH ST N.,"Columbus, OH Default Zone"
0,Route 29,987,39.961178,-82.998795,NK155,High St N,"Columbus, OH Default Zone"
1,Route 02,979,39.95933,-82.996185,EI160,TOWN ST E,"Columbus, OH Default Zone"
1,Route 03,1675,39.967964,-82.99792,EV151,CHESTNUT ST E,"Columbus, OH Default Zone"
1,Route 02,979,39.961536,-82.997696,SM76,THIRD ST S,"Columbus, OH Default Zone"
1,Route 15,980,39.96619,-82.99407,NR208,NEILSTON ST N,"Columbus, OH Default Zone"
1,Route 15,980,39.961178,-82.998795,EP352,GAY ST E,"Columbus, OH Default Zone"
1,Route 15,980,39.964672,-82.99113,EP501,GAY ST E,"Columbus, OH Default Zone"
1,Route 15,4264,39.96637,-82.99173,NT203,GRANT ST N,"Columbus, OH Default Zone"
1,Route 15,980,39.961178,-82.998795,NR203,NEILSTON ST N,"Columbus, OH Default Zone"
1,Route 15,4264,39.961178,-82.998795,NT253,GRANT ST N,"Columbus, OH Default Zone"
1,Route 15,980,39.96667,-82.99417,NR250,NEILSTON ST N,"Columbus, OH Default Zone"
1,Route 15,4264,39.96632,-82.99172,NT201,GRANT ST N,"Columbus, OH Default Zone"
1,Route 16,14511,39.97363,-83.006935,K113,GOODALE ST W,"Columbus, OH Default Zone"
1,Route 15,980,39.961178,-82.998795,NR110,NORMANDY ST N,"Columbus, OH Default Zone"
1,Route 15,1675,39.961178,-82.998795,NT111,GRANT ST N,"Columbus, OH Default Zone"
1,Route 15,4264,39.961178,-82.998795,NT251,GRANT ST N,"Columbus, OH Default Zone"
1,Route 15,979,39.961178,-82.998795,EP406,GAY ST E,"Columbus, OH Default Zone"
1,Route 15,980,39.961178,-82.998795,EP360,GAY ST E,"Columbus, OH Default Zone"
1,Route 16,14511,39.973763,-83.00685,K52,GOODALE ST W,"Columbus, OH Default Zone"
1,Route 16,14511,39.973557,-83.00536,K27,GOODALE ST W,"Columbus, OH Default Zone"
1,Route 16,14511,39.973785,-83.00727,K62,GOODALE ST W,"Columbus, OH Default Zone"
1,Route 16,14511,39.97359,-83.00605,K63,GOODALE ST W,"Columbus, OH Default Zone"
1,Route 16,14511,39.97357,-83.005615,K39,GOODALE ST W,"Columbus, OH Default Zone"
1,Route 16,14511,39.9736,-83.00633,K79,GOODALE ST W,"Columbus, OH Default Zone"
0,Route 29,987,39.956417,-82.99943,SK158,High St S,"Columbus, OH Default Zone"
1,Route 29,979,39.969563,-83.00221,NK513,HIGH ST N.,"Columbus, OH Default Zone"
1,Route 01,979,39.96463,-83.003235,WR107,Long St W,"Columbus, OH Default Zone"
0,Route 12,1675,40.000813,-83.00748,UE395,SIXTEENTH AVE E,"Columbus, OH Default Zone"
1,Route 13,979,39.95032,-82.99951,B201,BECK ST W,"Columbus, OH Default Zone"
1,Route 12,32714,40.00205,-83.00701,UE410,SEVENTEENTH AVE E,"Columbus, OH Default Zone"
1,Route 12,32714,40.002037,-83.00707,UE408,SEVENTEENTH AVE E,"Columbus, OH Default Zone"
1,Route 12,32714,40.002106,-83.00653,UE422,SEVENTEENTH AVE E,"Columbus, OH Default Zone"
1,Route 12,1675,39.994137,-83.00729,UW52,TENTH AVE W,"Columbus, OH Default Zone"
1,Route 13,979,39.950394,-82.99882,B219,BECK ST W,"Columbus, OH Default Zone"
0,Route 12,1675,40.000805,-83.00754,UE391,SIXTEENTH AVE E,"Columbus, OH Default Zone"
0,Route 12,1675,40.006695,-83.01687,UW989,TUTTLE PARK PLACE N,"Columbus, OH Default Zone"
1,Route 13,979,39.950554,-82.99805,B228,BECK ST E,"Columbus, OH Default Zone"
0,Route 12,1675,40.000793,-83.00762,UE385,SIXTEENTH AVE E,"Columbus, OH Default Zone"
1,Route 12,32714,40.00411,-83.00807,UE504,WOODRUFF AVE E,"Columbus, OH Default Zone"
1,Route 12,1675,39.994137,-83.0072,UW50,TENTH AVE W,"Columbus, OH Default Zone"
0,Route 12,1675,40.001144,-83.00685,UE364,WALDECK AVE,"Columbus, OH Default Zone"
1,Route 13,979,39.950577,-82.99787,B232,BECK ST E,"Columbus, OH Default Zone"
1,Route 13,979,39.95037,-82.999016,B221,BECK ST W,"Columbus, OH Default Zone"
1,Route 12,32714,40.00412,-83.008354,UE500,WOODRUFF AVE E,"Columbus, OH Default Zone"
0,Route 12,1675,40.000813,-83.007454,UE397,SIXTEENTH AVE E,"Columbus, OH Default Zone"
1,Route 12,32713,40.004,-83.00789,UE517,WOODRUFF AVE E,"Columbus, OH Default Zone"
1,Route 13,979,39.95228,-82.99844,B51,BREWERS ST E,"Columbus, OH Default Zone"
0,Route 12,1675,40.000786,-83.00769,UE381,SIXTEENTH AVE E,"Columbus, OH Default Zone"
1,Route 12,32713,40.00402,-83.00824,UE509,WOODRUFF AVE E,"Columbus, OH Default Zone"
1,Route 12,32714,40.0041,-83.00786,UE510,WOODRUFF AVE E,"Columbus, OH Default Zone"
0,Route 12,1675,40.00081,-83.00751,UE393,SIXTEENTH AVE E,"Columbus, OH Default Zone"
1,Route 12,32713,40.00403,-83.00832,UE507,WOODRUFF AVE E,"Columbus, OH Default Zone"
1,Route 12,32713,40.003986,-83.0076,UE523,WOODRUFF AVE E,"Columbus, OH Default Zone"
1,Route 13,979,39.95057,-82.997955,B230,BECK ST E,"Columbus, OH Default Zone"
1,Route 12,32713,40.004032,-83.00849,UE503,WOODRUFF AVE E,"Columbus, OH Default Zone"
1,Route 12,1675,40.00199,-83.00636,UE396,WALDECK AVE,"Columbus, OH Default Zone"
1,Route 12,32713,40.004036,-83.00855,UE501,WOODRUFF AVE E,"Columbus, OH Default Zone"
1,Route 12,32713,40.004005,-83.00796,UE515,WOODRUFF AVE E,"Columbus, OH Default Zone"
1,Route 13,979,39.950294,-82.99967,B205,BECK ST W,"Columbus, OH Default Zone"
0,Route 03,979,39.96918,-82.99779,EX01,NATIONWIDE BLVD E,"Columbus, OH Default Zone"
1,Route 03,979,39.967487,-83.00513,NG352,MARCONI BLVD,"Columbus, OH Default Zone"
1,Route 03,979,39.96942,-83.00373,NI408,FRONT ST N,"Columbus, OH Default Zone"
1,Route 03,979,39.96637,-83.00334,NI305,FRONT ST N,"Columbus, OH Default Zone"
1,Route 03,979,39.968903,-82.998924,EX103,NATIONWIDE BLVD E,"Columbus, OH Default Zone"
0,Route 23,5107,39.955486,-83.06459,WN2110,N. High St.,"Columbus, OH Default Zone"
0,Route 23,982,39.961178,-82.998795,WN2053,N. High St.,"Columbus, OH Default Zone"
0,Route 23,982,39.961178,-82.998795,WN2355,N. High St.,"Columbus, OH Default Zone"
1,Route 23,979,39.98785,-83.00575,K1017,N. High St.,"Columbus, OH Default Zone"
0,Route 23,982,39.95555,-83.059456,WN2003,N. High St.,"Columbus, OH Default Zone"
0,Route 23,982,39.961178,-82.998795,WN2011,N. High St.,"Columbus, OH Default Zone"
0,Route 23,5107,39.961178,-82.998795,WN2210,N. High St.,"Columbus, OH Default Zone"
0,Route 23,982,39.955406,-83.0622,WN2095,N. High St.,"Columbus, OH Default Zone"
0,Route 23,5107,39.961178,-82.998795,WN2204,N. High St.,"Columbus, OH Default Zone"
1,Route 23,979,39.98928,-83.006035,K1101,N. High St.,"Columbus, OH Default Zone"
0,Route 23,982,39.961178,-82.998795,WN2103,N. High St.,"Columbus, OH Default Zone"
0,Route 23,982,39.961178,-82.998795,WN2157,N. High St.,"Columbus, OH Default Zone"
0,Route 23,5107,39.961178,-82.998795,WN2206,N. High St.,"Columbus, OH Default Zone"
1,Route 22,4266,39.965874,-82.98445,NZ108,JEFFERSON AVE N,"Columbus, OH Default Zone"
1,Route 22,4266,39.96567,-82.985,NZ101,JEFFERSON AVE N,"Columbus, OH Default Zone"
1,Route 22,4266,39.964527,-82.98457,NZ9,JEFFERSON AVE N,"Columbus, OH Default Zone"
1,Route 22,4266,39.96538,-82.984955,NZ81,JEFFERSON AVE N,"Columbus, OH Default Zone"
1,Route 22,4266,39.96524,-82.98492,NZ71,JEFFERSON AVE N,"Columbus, OH Default Zone"
1,Route 22,4266,39.96559,-82.9844,NZ88,JEFFERSON AVE N,"Columbus, OH Default Zone"
1,Route 22,4266,39.9651,-82.984886,NZ61,JEFFERSON AVE N,"Columbus, OH Default Zone"
1,Route 22,980,39.96634,-82.98988,ER508,LONG ST E,"Columbus, OH Default Zone"
1,Route 14,4266,39.961178,-82.998795,C351,BELLE ST S,"Columbus, OH Default Zone"
1,Route 14,4266,39.95751,-83.00807,C376,BELLE ST S,"Columbus, OH Default Zone"
1,Route 13,979,39.949783,-82.99885,B259,WILLOW ST W,"Columbus, OH Default Zone"
1,Route 13,980,39.953194,-83.0035,B74,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 13,979,39.94998,-82.997765,B276,WILLOW ST E,"Columbus, OH Default Zone"
1,Route 13,979,39.95264,-83.00019,B17,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 13,979,39.94979,-82.99877,B257,WILLOW ST W,"Columbus, OH Default Zone"
1,Route 13,980,39.953205,-83.003784,B84,LIVINGSTON AVE W,"Columbus, OH Default Zone"
1,Route 13,979,39.949055,-82.998665,B320,SYCAMORE ST W,"Columbus, OH Default Zone"
0,Route 23,982,39.961178,-82.998795,WN2457,N. High St.,"Columbus, OH Default Zone"
0,Route 23,5107,39.961178,-82.998795,WN2302,N. High St.,"Columbus, OH Default Zone"
1,Route 24,979,39.977257,-83.00411,K170,BUTTLES AVE,"Columbus, OH Default Zone"
0,Route 23,5107,39.961178,-82.998795,WN2250,N. High St.,"Columbus, OH Default Zone"
1,Route 02,1675,39.959705,-82.99556,SO254,FOURTH ST S,"Columbus, OH Default Zone"
1,Route 02,987,39.962032,-83.00136,WN2,BROAD ST W,"Columbus, OH Default Zone"
0,Route 02,987,39.963898,-82.99637,NO58,FOURTH ST N,"Columbus, OH Default Zone"
0,Route 02,987,39.96147,-83.00241,SI11,FRONT ST S,"Columbus, OH Default Zone"
1,Route 02,1675,39.963066,-82.99642,NO3,FOURTH ST N,"Columbus, OH Default Zone"
1,Route 02,1675,39.95966,-82.995766,SO257,FOURTH ST S,"Columbus, OH Default Zone"
1,Route 02,1675,39.96099,-82.996025,SO69,FOURTH ST S,"Columbus, OH Default Zone"
1,Route 02,1675,39.959637,-82.995544,SO256,FOURTH ST S,"Columbus, OH Default Zone"
0,Route 02,5743,39.96301,-82.9962,NO02,FOURTH ST N,"Columbus, OH Default Zone"
1,Route 02,1675,39.960346,-82.99569,SO204,FOURTH ST S,"Columbus, OH Default Zone"
1,Route 02,979,39.95984,-82.996735,EJ111,CHAPEL ST E,"Columbus, OH Default Zone"
1,Route 10,1675,39.995342,-83.007866,UW108,ELEVENTH AVE W,"Columbus, OH Default Zone"
0,Route 09,4266,39.95862,-82.98917,EG519,RICH ST E,"Columbus, OH Default Zone"
1,Route 10,1675,39.995255,-83.007965,UW103,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 09,12556,39.9588,-82.9888,EG530,RICH ST E,"Columbus, OH Default Zone"
1,Route 10,1675,39.99524,-83.007614,UW132,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 09,4266,39.958286,-82.99191,EG327,RICH ST E,"Columbus, OH Default Zone"
1,Route 09,4266,39.95875,-82.98919,EG518,RICH ST E,"Columbus, OH Default Zone"
1,Route 10,1675,39.99531,-83.009285,UW135,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 09,4266,39.958847,-82.98714,EG569,RICH ST E,"Columbus, OH Default Zone"
1,Route 09,4266,39.95874,-82.98807,EG545,RICH ST E,"Columbus, OH Default Zone"
1,Route 09,4266,39.95889,-82.98681,EG577,RICH ST E,"Columbus, OH Default Zone"
1,Route 09,4266,39.95898,-82.9872,EG572,RICH ST E,"Columbus, OH Default Zone"
1,Route 09,4266,39.95875,-82.98798,EG547,RICH ST E,"Columbus, OH Default Zone"
1,Route 09,4266,39.9587,-82.98959,EG508,RICH ST E,"Columbus, OH Default Zone"
1,Route 09,4266,39.95872,-82.98943,EG512,RICH ST E,"Columbus, OH Default Zone"
1,Route 09,4266,39.959072,-82.98644,EG596,RICH ST E,"Columbus, OH Default Zone"
1,Route 09,12556,39.95881,-82.98872,EG532,RICH ST E,"Columbus, OH Default Zone"
1,Route 09,4266,39.95828,-82.99199,EG325,RICH ST E,"Columbus, OH Default Zone"
1,Route 09,4266,39.95882,-82.987366,EG559,RICH ST E,"Columbus, OH Default Zone"
1,Route 09,4266,39.95883,-82.9873,EG561,RICH ST E,"Columbus, OH Default Zone"
1,Route 10,1675,39.99536,-83.008194,UW116,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 10,1675,39.995274,-83.00846,UW115,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 10,1675,39.995373,-83.00851,UW124,ELEVENTH AVE W,"Columbus, OH Default Zone"
0,Route 09,4266,39.95865,-82.988914,EG525,RICH ST E,"Columbus, OH Default Zone"
1,Route 09,4266,39.95891,-82.986595,EG583,RICH ST E,"Columbus, OH Default Zone"
1,Route 10,1675,39.99531,-83.00937,UW137,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 09,4266,39.95832,-82.99159,EG329,RICH ST E,"Columbus, OH Default Zone"
1,Route 10,1675,39.99524,-83.007614,UW172,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 09,4266,39.95897,-82.98729,EG570,RICH ST E,"Columbus, OH Default Zone"
1,Route 10,1675,39.99524,-83.007614,UW165,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 10,1675,39.99524,-83.007614,UW168,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 09,4266,39.958714,-82.98831,EG539,RICH ST E,"Columbus, OH Default Zone"
1,Route 10,1675,39.99556,-83.01331,UW240,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 09,4266,39.95898,-82.98713,EG574,RICH ST E,"Columbus, OH Default Zone"
1,Route 10,1675,39.9953,-83.00912,UW131,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 10,1675,39.99524,-83.007614,UW182,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 10,1675,39.99545,-83.010445,UW178,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 10,1675,39.995255,-83.00806,UW105,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 10,1675,39.99539,-83.01146,UW187,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 10,1675,39.99549,-83.01166,UW202,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 10,1675,39.99534,-83.00776,UW104,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 10,1675,39.995354,-83.010475,UW167,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 10,1675,39.99524,-83.007614,UW134,ELEVENTH AVE W,"Columbus, OH Default Zone"
0,Route 09,4266,39.95865,-82.98883,EG527,RICH ST E,"Columbus, OH Default Zone"
1,Route 09,4266,39.95876,-82.987915,EG551,RICH ST E,"Columbus, OH Default Zone"
1,Route 10,1675,39.995365,-83.008354,UW120,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 09,4266,39.95902,-82.98682,EG580,RICH ST E,"Columbus, OH Default Zone"
1,Route 09,4266,39.95906,-82.98652,EG594,RICH ST E,"Columbus, OH Default Zone"
1,Route 10,1675,39.99548,-83.01142,UW196,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 10,1675,39.995354,-83.00811,UW114,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 10,1675,39.99524,-83.007614,UW159,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 10,1675,39.9954,-83.01172,UW193,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 10,1675,39.99492,-83.00954,UW302,HUNTER AVE W,"Columbus, OH Default Zone"
1,Route 09,12556,39.95884,-82.988396,EG540,RICH ST E,"Columbus, OH Default Zone"
1,Route 10,1675,39.995445,-83.01036,UW176,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 10,1675,39.99537,-83.00843,UW122,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 09,12556,39.95886,-82.98822,EG544,RICH ST E,"Columbus, OH Default Zone"
1,Route 10,1675,39.99528,-83.00862,UW119,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 09,4266,39.95892,-82.98653,EG585,RICH ST E,"Columbus, OH Default Zone"
1,Route 09,12556,39.95891,-82.98785,EG554,RICH ST E,"Columbus, OH Default Zone"
1,Route 09,4266,39.95873,-82.98822,EG541,RICH ST E,"Columbus, OH Default Zone"
1,Route 09,12556,39.95892,-82.98769,EG558,RICH ST E,"Columbus, OH Default Zone"
1,Route 10,1675,39.995358,-83.01064,UW171,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 10,1675,39.99524,-83.007614,UW179,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 09,4266,39.95886,-82.98705,EG571,RICH ST E,"Columbus, OH Default Zone"
1,Route 10,1675,39.995495,-83.01173,UW204,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 10,1675,39.99524,-83.007614,UW155,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 10,1675,39.99548,-83.01128,UW192,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 10,1675,39.995384,-83.0113,UW183,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 10,1675,39.99524,-83.007614,UW153,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 10,1675,39.99524,-83.007614,UW212,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 10,12564,39.993668,-83.01443,UW907,NEIL AVE N,"Columbus, OH Default Zone"
1,Route 10,12564,39.993484,-83.01438,UW901,NEIL AVE N,"Columbus, OH Default Zone"
1,Route 10,981,39.995235,-83.00752,UW97,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 10,1675,39.995407,-83.01197,UW199,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 10,1675,39.99552,-83.01231,UW220,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 10,1675,39.994793,-83.00967,UW303,HUNTER AVE W,"Columbus, OH Default Zone"
1,Route 10,1675,39.99548,-83.011345,UW194,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 10,1675,39.995537,-83.01273,UW226,ELEVENTH AVE W,"Columbus, OH Default Zone"
1,Route 10,1675,39.995277,-83.008545,UW117,ELEVENTH AVE W,"Columbus, OH Default Zone"
